,STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Safety Index
2848,MAHARASHTRA,MUMBAI COMMR.,2014,607,280,22,1626,363,563,0,26.406666666666663
2849,MAHARASHTRA,MUMBAI RAILWAY,2014,1,10,0,55,4,0,0,98.53999999999999
2850,MAHARASHTRA,NAGPUR COMMR.,2014,113,89,10,279,25,234,0,85.3
2851,MAHARASHTRA,NAGPUR RAILWAY,2014,3,2,0,20,0,0,0,99.42666666666666
2852,MAHARASHTRA,NAGPUR RURAL,2014,65,34,4,187,25,85,0,91.72
2853,MAHARASHTRA,NANDED,2014,43,53,6,147,3,180,0,92.48666666666666
2854,MAHARASHTRA,NANDURBAR,2014,25,17,2,36,4,47,0,97.39333333333333
2855,MAHARASHTRA,NASIK COMMR.,2014,28,33,3,101,3,200,1,94.46
2856,MAHARASHTRA,NASIK RURAL,2014,87,85,17,224,5,383,0,86.58666666666667
2857,MAHARASHTRA,NAVI MUMBAI,2014,88,63,6,158,49,131,0,89.91333333333333
2858,MAHARASHTRA,OSMANABAD,2014,43,21,5,126,5,117,0,94.18666666666667
2859,MAHARASHTRA,PALGHAR,2014,98,65,1,183,22,73,0,89.87333333333333
2860,MAHARASHTRA,PARBHANI,2014,38,27,5,140,2,251,0,93.09333333333333
2861,MAHARASHTRA,PUNE COMMR.,2014,189,124,20,454,98,391,0,75.47333333333333
2862,MAHARASHTRA,PUNE RAILWAY,2014,2,2,1,5,0,0,0,99.73333333333332
2863,MAHARASHTRA,PUNE RURAL,2014,147,102,13,356,48,219,0,81.74666666666667
2864,MAHARASHTRA,RAIGAD,2014,47,27,2,99,15,54,0,94.79333333333332
2865,MAHARASHTRA,RATNAGIRI,2014,34,8,0,59,10,26,0,96.94000000000001
2866,MAHARASHTRA,SANGLI,2014,66,48,6,157,5,108,0,91.95333333333335
2867,MAHARASHTRA,SATARA,2014,97,69,4,241,12,188,0,87.91333333333334
2868,MAHARASHTRA,SINDHUDURG,2014,12,8,0,42,7,4,0,98.34666666666666
2869,MAHARASHTRA,SOLAPUR COMMR.,2014,39,30,3,52,7,52,0,96.06
2870,MAHARASHTRA,SOLAPUR RURAL,2014,97,72,2,227,23,122,0,88.47333333333333
2871,MAHARASHTRA,THANE COMMR.,2014,215,246,13,559,73,351,0,69.91333333333333
2872,MAHARASHTRA,THANE RURAL,2014,75,36,3,165,39,103,0,91.43333333333332
2873,MAHARASHTRA,WARDHA,2014,62,28,1,192,8,98,0,92.14
2874,MAHARASHTRA,WASHIM,2014,33,22,5,178,11,113,0,93.46666666666667
2875,MAHARASHTRA,YAVATMAL,2014,108,135,12,466,504,301,0,73.63333333333333
2876,MAHARASHTRA,TOTAL,2014,3438,2457,279,10001,1575,7696,1,-384.71333333333337
2877,MANIPUR,BISHNUPUR,2014,9,8,0,6,0,3,0,99.28666666666666
2878,MANIPUR,CHANDEL,2014,0,0,0,1,0,0,0,99.97999999999999
2879,MANIPUR,CHURACHANDPUR,2014,5,3,0,3,0,0,0,99.66
2880,MANIPUR,CID,2014,0,0,0,0,0,0,0,100.0
2881,MANIPUR,IMPHAL EAST,2014,20,17,1,7,0,8,0,98.52000000000001
2882,MANIPUR,IMPHAL WEST,2014,20,36,0,44,0,14,0,97.26666666666667
2883,MANIPUR,SENAPATI,2014,1,1,0,2,0,0,0,99.89333333333333
2884,MANIPUR,TAMENGLONG,2014,0,4,0,0,0,0,0,99.89333333333333
2885,MANIPUR,THOUBAL,2014,19,51,0,35,0,16,0,97.07333333333332
2886,MANIPUR,UKHRUL,2014,1,1,0,0,0,0,0,99.93333333333334
2887,MANIPUR,TOTAL,2014,75,121,1,98,0,41,0,91.50666666666666
2888,MEGHALAYA,GARO HILLS EAST,2014,3,0,0,3,1,0,0,99.80666666666666
2889,MEGHALAYA,GARO HILLS NORTH,2014,3,8,0,8,0,1,0,99.5
2890,MEGHALAYA,GARO HILLS SOUTH,2014,3,4,0,3,0,3,0,99.69333333333333
2891,MEGHALAYA,GARO HILLS SOUTH WEST,2014,4,1,0,8,1,1,0,99.63333333333333
2892,MEGHALAYA,GARO HILLS WEST,2014,11,9,0,11,7,10,0,98.94
2893,MEGHALAYA,JAINTIA HILLS WEST,2014,10,2,0,5,3,1,0,99.39999999999999
2894,MEGHALAYA,JAINTIA HILLS EAST,2014,11,0,0,7,0,0,0,99.42
2895,MEGHALAYA,KHASI HILLS EAST,2014,14,7,0,45,35,26,0,97.71333333333332
2896,MEGHALAYA,KHASI HILLS SOUTH WEST,2014,12,0,1,0,7,0,0,99.39333333333335
2897,MEGHALAYA,KHASI HILLS WEST,2014,19,1,0,4,0,0,0,99.13333333333334
2898,MEGHALAYA,RI-BHOI,2014,28,6,0,11,0,0,0,98.5
2899,MEGHALAYA,TOTAL,2014,118,38,1,105,54,42,0,91.13333333333333
2900,MIZORAM,AIZAWL,2014,39,1,0,58,0,5,0,97.22
2901,MIZORAM,CHAMPHAI,2014,22,1,0,0,29,0,0,98.70666666666666
2902,MIZORAM,KOLASIB,2014,10,1,0,10,0,1,0,99.36666666666667
2903,MIZORAM,LAWNGTLAI,2014,9,0,0,5,0,0,0,99.54
2904,MIZORAM,LUNGLEI,2014,14,0,0,13,0,0,0,99.17999999999999
2905,MIZORAM,MAMIT,2014,10,0,0,6,0,2,0,99.46666666666667
2906,MIZORAM,SAIHA,2014,4,0,0,2,0,0,0,99.80000000000001
2907,MIZORAM,SERCHHIP,2014,12,0,0,3,0,0,0,99.46
2908,MIZORAM,SPL TRAFFIC,2014,0,0,0,0,0,0,0,100.0
2909,MIZORAM,TOTAL,2014,120,3,0,97,29,8,0,92.74000000000001
2910,NAGALAND,DIMAPUR,2014,12,8,0,10,1,3,0,99.07333333333334
2911,NAGALAND,KIPHIRE,2014,1,0,0,0,0,0,0,99.96000000000001
2912,NAGALAND,KOHIMA,2014,9,3,0,0,0,0,0,99.56
2913,NAGALAND,LONGLENG,2014,1,0,0,0,0,0,0,99.96000000000001
2914,NAGALAND,MOKOKCHUNG,2014,1,1,0,2,0,0,0,99.89333333333333
2915,NAGALAND,MON,2014,1,0,0,0,0,0,0,99.96000000000001
2916,NAGALAND,PEREN,2014,0,0,0,1,0,0,0,99.97999999999999
2917,NAGALAND,PHEK,2014,1,0,0,3,0,0,0,99.9
2918,NAGALAND,TUENSANG,2014,1,1,0,0,0,0,0,99.93333333333334
2919,NAGALAND,WOKHA,2014,0,0,0,0,0,0,0,100.0
2920,NAGALAND,ZUNHEBOTO,2014,3,0,0,0,0,0,0,99.88
2921,NAGALAND,TOTAL,2014,30,13,0,16,1,3,0,98.10000000000001
2922,ODISHA,ANGUL,2014,44,66,4,146,8,30,0,93.11999999999999
2923,ODISHA,BALASORE,2014,110,182,2,566,26,380,0,76.47999999999999
2924,ODISHA,BARAGARH,2014,56,41,7,114,9,80,0,93.5
2925,ODISHA,BERHAMPUR,2014,30,36,0,162,24,118,0,93.49333333333334
2926,ODISHA,BHADRAK,2014,63,98,24,178,5,168,0,89.32000000000001
2927,ODISHA,BOLANGIR,2014,56,106,19,211,10,47,0,89.63333333333333
2928,ODISHA,BOUDH,2014,24,30,2,68,3,14,0,96.67999999999999
2929,ODISHA,CUTTACK,2014,58,85,27,29,9,28,0,93.62666666666667
2930,ODISHA,DCP BBSR,2014,72,103,27,53,12,104,0,91.56
2931,ODISHA,DCP CTC,2014,66,119,21,82,5,155,0,90.74666666666667
2932,ODISHA,DEOGARH,2014,32,14,1,46,1,23,0,97.22666666666667
2933,ODISHA,DHENKANAL,2014,43,59,11,388,28,45,0,87.90666666666667
2934,ODISHA,GAJAPATI,2014,19,16,3,84,4,9,0,96.92
2935,ODISHA,GANJAM,2014,85,97,13,410,50,79,0,84.18666666666667
2936,ODISHA,JAGATSINGHPUR,2014,37,68,26,208,4,119,0,90.83333333333334
2937,ODISHA,JAJPUR,2014,73,116,49,238,16,52,0,87.03333333333333
2938,ODISHA,JHARSUGUDA,2014,42,21,9,108,4,51,0,94.90666666666667
2939,ODISHA,KALAHANDI,2014,101,154,12,215,14,125,0,86.13333333333333
2940,ODISHA,KANDHAMAL,2014,54,32,4,121,9,35,0,94.08
2941,ODISHA,KENDRAPARA,2014,48,81,32,154,19,217,0,90.07333333333334
2942,ODISHA,KEONJHAR,2014,103,80,11,293,14,65,0,86.89999999999999
2943,ODISHA,KHURDA,2014,39,74,22,103,21,37,0,93.14666666666668
2944,ODISHA,KORAPUT,2014,94,69,4,152,5,46,0,90.85333333333332
2945,ODISHA,MALKANGIR,2014,19,11,4,29,5,16,0,98.05999999999999
2946,ODISHA,MAYURBHANJ,2014,139,126,32,324,21,270,0,81.45333333333333
2947,ODISHA,NAYAGARH,2014,23,33,7,37,2,23,0,97.04666666666667
2948,ODISHA,NABARANGPUR,2014,73,97,1,194,12,93,0,89.80000000000001
2949,ODISHA,NUAPADA,2014,26,42,5,136,4,91,0,94.29333333333334
2950,ODISHA,PURI,2014,68,123,32,151,7,176,0,88.64666666666666
2951,ODISHA,RAYAGADA,2014,59,64,0,102,5,121,0,93.02
2952,ODISHA,ROURKELA,2014,73,67,4,174,11,139,0,90.60666666666665
2953,ODISHA,SAMBALPUR,2014,81,63,10,108,9,44,0,92.17333333333332
2954,ODISHA,SONEPUR,2014,18,23,4,46,0,29,0,97.42000000000002
2955,ODISHA,SRP (CUTTACK),2014,0,2,0,9,1,1,0,99.74666666666666
2956,ODISHA,SRP (ROURKELA),2014,1,3,0,10,1,0,0,99.66666666666667
2957,ODISHA,SUNDARGARH,2014,49,35,12,94,1,84,0,94.25333333333333
2958,ODISHA,TOTAL,2014,1978,2436,441,5543,379,3114,0,-195.45333333333332
2959,PUNJAB,AMRITSAR RURAL,2014,31,83,6,78,0,53,0,94.43333333333334
2960,PUNJAB,BARNALA,2014,31,25,0,17,0,27,0,97.57333333333334
2961,PUNJAB,BATALA,2014,30,34,3,36,0,37,0,96.82666666666665
2962,PUNJAB,BATHINDA,2014,56,49,5,77,0,74,0,94.25333333333333
2963,PUNJAB,CP AMRITSAR,2014,34,56,3,45,2,150,0,95.12
2964,PUNJAB,CP JALANDHAR,2014,49,77,1,77,2,106,0,93.68
2965,PUNJAB,CP LUDHIANA,2014,111,246,5,98,19,158,0,85.56666666666666
2966,PUNJAB,FARIDKOT,2014,24,10,1,16,0,16,0,98.31333333333333
2967,PUNJAB,FATEHGARH SAHIB,2014,26,15,4,22,0,28,0,97.8
2968,PUNJAB,FAZILKA,2014,52,28,4,18,0,59,0,96.28666666666666
2969,PUNJAB,FEROZEPUR,2014,55,17,3,31,0,45,0,96.32666666666667
2970,PUNJAB,G.R.P.,2014,1,0,0,3,0,0,0,99.9
2971,PUNJAB,GURDASPUR,2014,26,19,2,37,0,47,0,97.33333333333333
2972,PUNJAB,HOSHIARPUR,2014,43,52,7,41,2,93,0,95.19333333333334
2973,PUNJAB,JALANDHAR RURAL,2014,31,34,2,37,0,32,0,96.83333333333334
2974,PUNJAB,KAPURTHALA,2014,29,29,3,33,1,58,0,96.90666666666667
2975,PUNJAB,KHANNA,2014,23,37,3,34,0,38,0,97.06
2976,PUNJAB,LUDHIANA RURAL,2014,14,41,3,22,0,30,0,97.60666666666667
2977,PUNJAB,MANSA,2014,22,8,5,22,2,39,0,98.01333333333334
2978,PUNJAB,MOGA,2014,29,29,0,39,2,27,0,97.08
2979,PUNJAB,MUKTSAR,2014,29,26,1,24,1,26,0,97.44666666666667
2980,PUNJAB,PATHANKOT,2014,11,6,4,11,0,80,0,98.51333333333332
2981,PUNJAB,PATIALA,2014,38,51,4,66,1,175,0,94.48666666666666
2982,PUNJAB,ROPAR,2014,21,33,2,52,2,37,0,96.89999999999999
2983,PUNJAB,SANGRUR,2014,57,46,7,54,0,85,0,94.61333333333334
2984,PUNJAB,SAS NAGAR,2014,59,75,5,57,0,74,0,93.84
2985,PUNJAB,SBS NAGAR,2014,20,14,2,18,1,35,0,98.15333333333334
2986,PUNJAB,TARN TARAN,2014,29,36,5,48,0,52,0,96.40666666666667
2987,PUNJAB,TOTAL,2014,981,1176,90,1113,35,1681,0,-7.5333333333333385
2988,RAJASTHAN,AJMER,2014,130,162,10,181,0,844,0,80.9
2989,RAJASTHAN,ALWAR,2014,299,247,33,256,0,720,0,70.43333333333334
2990,RAJASTHAN,BANSWARA,2014,146,136,6,103,0,198,0,86.95333333333335
2991,RAJASTHAN,BARAN,2014,67,156,5,212,0,342,0,86.47333333333334
2992,RAJASTHAN,BARMER,2014,93,42,26,272,0,270,0,87.05333333333334
2993,RAJASTHAN,BHARATPUR,2014,219,187,36,145,0,606,0,78.11333333333334
2994,RAJASTHAN,BHILWARA,2014,54,109,8,173,0,965,0,84.77333333333334
2995,RAJASTHAN,BIKANER,2014,75,71,15,89,0,584,0,88.93333333333332
2996,RAJASTHAN,BUNDI,2014,80,119,4,179,0,325,0,87.74666666666667
2997,RAJASTHAN,CHITTORGARH,2014,104,180,2,145,2,641,0,83.77333333333333
2998,RAJASTHAN,CHURU,2014,72,58,7,45,0,414,0,91.67999999999999
2999,RAJASTHAN,DAUSA,2014,37,88,5,150,0,234,0,91.44666666666666
3000,RAJASTHAN,DHOLPUR,2014,78,68,21,43,0,249,0,91.84666666666666
3001,RAJASTHAN,DUNGARPUR,2014,110,131,13,154,0,187,0,87.34666666666666
3002,RAJASTHAN,G.R.P.AJMER,2014,3,8,1,5,2,0,0,99.50666666666666
3003,RAJASTHAN,G.R.P.JODHPUR,2014,1,1,0,7,0,0,0,99.79333333333332
3004,RAJASTHAN,GANGANAGAR,2014,180,129,17,147,2,923,0,79.67333333333333
3005,RAJASTHAN,HANUMANGARH,2014,135,72,11,124,0,599,0,85.84
3006,RAJASTHAN,JAIPUR EAST,2014,73,126,8,165,0,313,0,88.06666666666666
3007,RAJASTHAN,JAIPUR NORTH,2014,42,104,4,75,0,296,0,91.94
3008,RAJASTHAN,JAIPUR RURAL,2014,80,128,13,183,0,256,0,87.58666666666667
3009,RAJASTHAN,JAIPUR SOUTH,2014,56,90,8,97,0,210,0,91.75333333333333
3010,RAJASTHAN,JAIPUR WEST,2014,92,118,13,118,0,336,0,88.14
3011,RAJASTHAN,JAISALMER,2014,10,10,5,94,0,48,0,96.96666666666667
3012,RAJASTHAN,JALORE,2014,43,57,9,104,0,183,0,93.16000000000001
3013,RAJASTHAN,JHALAWAR,2014,138,153,11,296,2,524,0,80.59333333333333
3014,RAJASTHAN,JHUNJHUNU,2014,79,89,12,53,0,361,0,90.60000000000001
3015,RAJASTHAN,JODHPUR EAST,2014,25,28,2,97,3,218,0,94.75333333333333
3016,RAJASTHAN,JODHPUR WEST,2014,46,49,0,117,0,165,0,93.41333333333333
3017,RAJASTHAN,JODHPUR RURAL,2014,43,43,6,115,0,210,0,93.23333333333335
3018,RAJASTHAN,KARAULI,2014,49,84,14,104,0,214,0,91.82666666666665
3019,RAJASTHAN,KOTA CITY,2014,100,137,3,102,0,538,0,86.61999999999999
3020,RAJASTHAN,KOTA RURAL,2014,60,75,2,186,0,271,0,90.00666666666667
3021,RAJASTHAN,NAGAUR,2014,102,110,8,94,0,516,0,87.4
3022,RAJASTHAN,PALI,2014,107,161,21,341,0,516,0,80.46666666666667
3023,RAJASTHAN,PRATAPGARH,2014,202,142,12,305,0,322,0,79.48666666666666
3024,RAJASTHAN,RAJSAMAND,2014,48,72,6,81,0,290,0,92.40666666666667
3025,RAJASTHAN,SAWAI MADHOPUR,2014,70,83,0,96,0,297,0,91.08666666666666
3026,RAJASTHAN,SIKAR,2014,79,149,14,60,0,405,0,88.5
3027,RAJASTHAN,SIROHI,2014,51,62,4,78,1,276,0,92.75999999999999
3028,RAJASTHAN,TONK,2014,52,75,5,129,3,316,0,91.02666666666666
3029,RAJASTHAN,UDAIPUR,2014,229,312,8,479,3,723,0,67.81333333333333
3030,RAJASTHAN,TOTAL,2014,3759,4421,408,5999,18,15905,0,-408.1066666666667
3031,SIKKIM,EAST,2014,16,9,0,15,0,4,0,98.79333333333334
3032,SIKKIM,NORTH,2014,2,0,0,1,0,1,0,99.89333333333333
3033,SIKKIM,SOUTH,2014,15,2,0,13,3,0,0,99.04666666666668
3034,SIKKIM,WEST,2014,14,1,0,5,0,0,0,99.31333333333333
3035,SIKKIM,CID,2014,0,0,0,0,0,0,0,100.0
3036,SIKKIM,TOTAL,2014,47,12,0,34,3,5,0,97.04666666666667
3037,TAMIL NADU,ARIYALUR,2014,6,14,2,23,0,7,0,98.81333333333333
3038,TAMIL NADU,CHENNAI,2014,65,23,10,59,157,302,0,91.16666666666667
3039,TAMIL NADU,COIMBATORE,2014,7,35,0,21,0,47,0,98.05333333333334
3040,TAMIL NADU,COIMBATORE CITY,2014,5,6,0,8,0,63,0,99.06
3041,TAMIL NADU,CUDDALORE,2014,14,83,5,3,0,39,0,96.74
3042,TAMIL NADU,DHARMAPURI,2014,11,136,2,26,0,32,0,95.13333333333334
3043,TAMIL NADU,DINDIGUL,2014,15,112,4,29,0,119,0,94.90666666666667
3044,TAMIL NADU,ERODE,2014,0,25,0,19,0,26,0,98.78
3045,TAMIL NADU,KANCHIPURAM,2014,16,14,2,8,1,19,0,98.62
3046,TAMIL NADU,KANYAKUMARI,2014,7,15,2,3,0,56,0,98.82
3047,TAMIL NADU,KARUR,2014,1,15,1,20,0,9,0,99.06666666666666
3048,TAMIL NADU,KRISHNAGIRI,2014,13,68,4,34,1,29,0,96.64666666666668
3049,TAMIL NADU,MADURAI,2014,37,167,5,79,10,326,0,90.01333333333334
3050,TAMIL NADU,MADURAI CITY,2014,6,23,1,22,1,69,0,98.2
3051,TAMIL NADU,NAGAPATTINAM,2014,16,38,0,14,28,22,0,97.54666666666667
3052,TAMIL NADU,NAMAKKAL,2014,0,21,0,48,3,11,0,98.36666666666666
3053,TAMIL NADU,NILGIRIS,2014,6,5,0,12,1,5,0,99.33999999999999
3054,TAMIL NADU,PERAMBALUR,2014,7,4,1,26,0,13,0,98.97333333333334
3055,TAMIL NADU,PUDUKOTTAI,2014,3,47,2,29,0,44,0,97.68666666666667
3056,TAMIL NADU,RAMNATHAPURAM,2014,8,28,3,12,0,24,0,98.43333333333334
3057,TAMIL NADU,RAILWAY CHENNAI,2014,1,0,0,4,0,0,0,99.88
3058,TAMIL NADU,RAILWAY TRICHY,2014,0,0,0,0,0,0,0,100.0
3059,TAMIL NADU,SALEM,2014,6,43,7,46,0,22,0,97.31333333333333
3060,TAMIL NADU,SALEM CITY,2014,5,15,1,12,21,33,0,98.62666666666667
3061,TAMIL NADU,SIVAGANGAI,2014,15,37,3,13,0,51,0,97.71333333333332
3062,TAMIL NADU,THANJAVUR,2014,8,24,0,62,0,31,0,97.59333333333333
3063,TAMIL NADU,THENI,2014,8,45,6,30,0,58,0,97.29333333333332
3064,TAMIL NADU,THIRUNELVELI,2014,36,46,5,47,0,147,0,95.24666666666667
3065,TAMIL NADU,THIRUNELVELI CITY,2014,6,3,0,3,0,19,0,99.49333333333334
3066,TAMIL NADU,THIRUVALLUR,2014,8,9,4,2,2,15,0,99.14
3067,TAMIL NADU,THIRUVANNAMALAI,2014,16,49,6,14,0,35,0,97.34
3068,TAMIL NADU,THIRUVARUR,2014,2,23,1,2,1,7,0,99.17333333333333
3069,TAMIL NADU,THOOTHUKUDI,2014,16,12,0,44,0,73,0,97.67333333333333
3070,TAMIL NADU,TIRUPPUR,2014,6,50,3,15,0,33,0,97.80666666666667
3071,TAMIL NADU,TIRUPPUR CITY,2014,5,14,0,7,0,22,0,99.14
3072,TAMIL NADU,TRICHY,2014,8,30,2,51,0,48,0,97.47333333333333
3073,TAMIL NADU,TRICHY CITY,2014,3,1,0,10,3,27,0,99.43333333333334
3074,TAMIL NADU,VELLORE,2014,12,78,3,44,0,110,0,95.72666666666666
3075,TAMIL NADU,VILLUPURAM,2014,38,125,7,176,0,81,0,90.85333333333332
3076,TAMIL NADU,VIRUDHUNAGAR,2014,13,19,3,25,0,29,0,98.17999999999999
3077,TAMIL NADU,CYBER CELL,2014,0,0,0,0,0,0,0,100.0
3078,TAMIL NADU,OTHER UNITS,2014,0,0,0,0,0,0,0,100.0
3079,TAMIL NADU,TOTAL,2014,455,1502,95,1102,229,2103,0,-0.5333333333333279
3080,TELANGANA,ADILABAD,2014,42,39,16,244,83,384,0,88.2
3081,TELANGANA,CYBERABAD,2014,139,90,48,376,271,1329,0,70.44666666666666
3082,TELANGANA,HYDERABAD CITY,2014,126,175,22,393,87,1289,0,71.94666666666666
3083,TELANGANA,KARIMNAGAR,2014,66,85,34,373,70,737,0,80.65333333333334
3084,TELANGANA,KHAMMAM,2014,102,62,18,351,133,530,0,81.34
3085,TELANGANA,MAHABOOB NAGAR,2014,169,50,30,242,47,209,0,84.04666666666668
3086,TELANGANA,MEDAK,2014,60,35,34,211,47,346,0,88.38000000000001
3087,TELANGANA,NALGONDA,2014,126,36,23,447,174,262,0,80.22666666666666
3088,TELANGANA,NIZAMABAD,2014,36,27,25,163,145,658,0,87.42666666666666
3089,TELANGANA,RANGA REDDY,2014,51,34,10,83,18,192,0,93.53999999999999
3090,TELANGANA,SECUNDERABAD RAILWAY,2014,2,1,0,5,0,0,0,99.79333333333332
3091,TELANGANA,WARANGAL RURAL,2014,41,44,17,186,20,218,0,91.18
3092,TELANGANA,WARANGAL CITY,2014,19,33,12,114,47,215,0,93.62
3093,TELANGANA,TOTAL,2014,979,711,289,3188,1142,6369,0,-89.20000000000002
3094,TRIPURA,DHALAI,2014,34,5,1,49,0,41,0,97.22
3095,TRIPURA,GOMATI,2014,32,22,9,51,0,135,0,95.91333333333333
3096,TRIPURA,G.R.P.,2014,0,0,0,2,0,0,0,99.96000000000001
3097,TRIPURA,KOWAI,2014,15,4,8,36,0,25,0,98.14
3098,TRIPURA,NORTH,2014,26,12,6,41,0,79,0,97.09333333333333
3099,TRIPURA,SIPAHIJALA,2014,19,11,1,76,0,86,0,96.82000000000001
3100,TRIPURA,SOUTH,2014,20,8,4,47,0,94,0,97.28666666666668
3101,TRIPURA,UNAKOTI,2014,24,11,1,29,2,50,0,97.77333333333333
3102,TRIPURA,WEST,2014,69,29,3,161,9,192,0,91.74666666666667
3103,TRIPURA,TOTAL,2014,239,102,33,492,11,702,0,71.95333333333333
3104,UTTAR PRADESH,AGRA,2014,77,347,87,281,0,389,0,76.55333333333333
3105,UTTAR PRADESH,ALIGARH,2014,112,404,69,307,0,455,0,73.27333333333334
3106,UTTAR PRADESH,ALLAHABAD,2014,109,268,53,309,4,355,0,78.12666666666667
3107,UTTAR PRADESH,AMBEDKAR NAGAR,2014,20,58,11,16,0,41,0,96.69333333333334
3108,UTTAR PRADESH,AMETHI,2014,27,104,15,78,0,47,0,93.77333333333333
3109,UTTAR PRADESH,AMROHA,2014,35,107,23,81,0,224,0,91.86666666666667
3110,UTTAR PRADESH,AURAIYA,2014,21,91,34,73,0,151,0,93.13333333333333
3111,UTTAR PRADESH,AZAMGARH,2014,42,144,34,102,0,158,0,90.25333333333334
3112,UTTAR PRADESH,BADAUN,2014,71,153,56,148,0,62,0,87.84
3113,UTTAR PRADESH,BAGHPAT,2014,35,86,14,96,0,90,0,93.32000000000001
3114,UTTAR PRADESH,BAHRAICH,2014,68,178,51,45,0,0,0,89.93333333333334
3115,UTTAR PRADESH,BALLIA,2014,21,89,24,71,2,95,0,93.90666666666667
3116,UTTAR PRADESH,BALRAMPUR,2014,19,60,13,28,0,2,0,96.63333333333334
3117,UTTAR PRADESH,BANDA,2014,71,109,39,185,0,96,0,88.61333333333333
3118,UTTAR PRADESH,BARABANKI,2014,35,63,25,51,0,36,0,94.82666666666667
3119,UTTAR PRADESH,BAREILLY,2014,76,316,74,252,0,139,0,80.1
3120,UTTAR PRADESH,BASTI,2014,15,52,15,27,0,40,0,96.70666666666668
3121,UTTAR PRADESH,BIJNOR,2014,80,164,26,175,0,0,0,88.06
3122,UTTAR PRADESH,BULANDSHAHAR,2014,82,228,55,239,1,0,0,84.01333333333334
3123,UTTAR PRADESH,CHANDOLI,2014,26,68,20,92,0,113,0,93.88666666666667
3124,UTTAR PRADESH,CHITRAKOOT,2014,23,34,23,56,0,12,0,96.20666666666666
3125,UTTAR PRADESH,DEORIA,2014,35,114,31,68,0,6,0,93.12666666666667
3126,UTTAR PRADESH,ETAH,2014,54,143,42,114,2,120,0,89.52
3127,UTTAR PRADESH,ETAWAH,2014,30,122,31,80,0,104,0,92.22
3128,UTTAR PRADESH,FAIZABAD,2014,37,117,13,91,0,8,0,93.09333333333333
3129,UTTAR PRADESH,FATEHGARH,2014,19,126,39,38,0,121,0,93.01333333333334
3130,UTTAR PRADESH,FATEHPUR,2014,58,121,43,101,0,93,0,90.38
3131,UTTAR PRADESH,FIROZABAD,2014,61,245,55,131,0,146,0,85.60000000000001
3132,UTTAR PRADESH,G.R.P.,2014,5,21,1,64,0,0,0,97.92666666666668
3133,UTTAR PRADESH,GAUTAMBUDH NAGAR,2014,54,150,35,161,7,198,0,88.04
3134,UTTAR PRADESH,GHAZIABAD,2014,118,391,38,283,3,575,0,74.05333333333333
3135,UTTAR PRADESH,GHAZIPUR,2014,24,102,31,69,0,67,0,93.46000000000001
3136,UTTAR PRADESH,GONDA,2014,37,126,28,56,0,12,0,93.02666666666667
3137,UTTAR PRADESH,GORAKHPUR,2014,92,271,58,132,0,223,0,83.03333333333333
3138,UTTAR PRADESH,HAMIRPUR,2014,29,55,26,97,1,42,0,94.27333333333334
3139,UTTAR PRADESH,HAPUR,2014,46,69,16,62,0,70,0,94.08
3140,UTTAR PRADESH,HARDOI,2014,39,162,40,93,0,140,0,89.99333333333333
3141,UTTAR PRADESH,HATHRAS,2014,60,127,24,121,1,103,0,90.29333333333334
3142,UTTAR PRADESH,JALAUN,2014,12,54,30,44,0,41,0,95.92666666666666
3143,UTTAR PRADESH,JAUNPUR,2014,50,125,47,62,0,49,0,91.53333333333333
3144,UTTAR PRADESH,JHANSI,2014,28,84,33,85,0,119,0,93.04666666666665
3145,UTTAR PRADESH,KANNAUJ,2014,22,92,31,98,0,89,0,93.08
3146,UTTAR PRADESH,KANPUR DEHAT,2014,20,151,35,95,0,144,0,91.14666666666666
3147,UTTAR PRADESH,KANPUR NAGAR,2014,78,413,73,261,1,594,0,74.24
3148,UTTAR PRADESH,KASGANJ,2014,19,96,29,58,0,21,0,94.41333333333333
3149,UTTAR PRADESH,KAUSHAMBI,2014,14,81,27,120,0,86,0,93.40666666666667
3150,UTTAR PRADESH,KHIRI,2014,49,195,51,107,0,135,0,88.10000000000001
3151,UTTAR PRADESH,KUSHI NAGAR,2014,22,136,31,53,0,50,0,93.06666666666666
3152,UTTAR PRADESH,LALITPUR,2014,25,27,12,38,0,19,0,96.99333333333334
3153,UTTAR PRADESH,LUCKNOW,2014,68,370,52,392,0,1083,0,70.61999999999999
3154,UTTAR PRADESH,MAHARAJGANJ,2014,32,100,26,29,0,68,0,94.15333333333334
3155,UTTAR PRADESH,MAHOBA,2014,22,52,14,62,1,22,0,95.86666666666666
3156,UTTAR PRADESH,MAINPURI,2014,23,127,37,69,0,74,0,92.58666666666667
3157,UTTAR PRADESH,MATHURA,2014,73,158,48,114,0,267,0,87.20666666666666
3158,UTTAR PRADESH,MAU,2014,25,84,16,51,1,81,0,94.65333333333334
3159,UTTAR PRADESH,MEERUT,2014,93,293,53,412,0,520,0,74.99333333333334
3160,UTTAR PRADESH,MIRZAPUR,2014,19,12,26,10,0,28,0,97.66666666666667
3161,UTTAR PRADESH,MORADABAD,2014,89,166,36,189,1,403,0,84.33333333333334
3162,UTTAR PRADESH,MUZAFFARNAGAR,2014,37,194,17,148,0,168,0,88.70000000000002
